user_id,nome,email,data_cadastro,cidade,estado,valor_ultima_compra,data_ultimo_login
5e33d0fe-8be4-41e2-ab18-4e70f632c26a,Dr. Lucca Costa,nicolas52@example.org,2025-11-15,Guerra dos Dourados,SC,474.28,2026-08-16 19:29:46.032542
07bd726e-6ea5-4048-9b6e-804b55ddc2be,Paulo da Rocha,cda-conceicao@example.net,2025-09-05,Caldeira dos Dourados,Rio de Janeiro,28.73,2026-08-09 20:14:52.934201
c708eed1-181e-49aa-a969-bdf1e4c6f320,Luiz Felipe Sá,gael32@example.net,2026-08-03,Leão de Costela,sao paulo,239.92,2026-08-14 14:14:24.008665
8f086904-63f4-42e1-b2fa-8f064a3525c4,Sr. Juan Pereira,jose-pedro16@example.org,2026-07-27,Almeida dos Dourados,PR,96.1,2026-08-01 00:03:49.115462
a211b528-c994-465a-a90b-f94179cb78fc,Maria Liz Rezende,pachecorhavi@example.net,2025-09-06,Cavalcanti,PR,408.42,2026-08-28 10:28:56.347665
00166121-2093-411b-839b-5fa97589ac8b,Sr. Luiz Henrique Cirino,rochalucca@example.net,2024-11-13,Rodrigues dos Dourados,SP,,2026-08-28 05:09:20.580122
8b356b80-ff92-4301-aea3-784916b533bf,Valentim Gonçalves,vasconceloscamila@example.com,2026-04-02,Siqueira,RJ,384.18,2026-08-24 09:19:23.489020
ff98f860-d5a9-4c68-83bb-a056f088b600,Carlos Eduardo Vargas,asafe91@example.com,2025-04-11,Barbosa,PR,146.05,2026-08-26 16:13:14.298491
84b75343-416b-4661-a02a-c694b0d694ea,Brenda Viana,souzaeloa@example.net,2024-09-28,Casa Grande,MG,,2026-08-21 16:05:07.262174
a950c61c-0f53-4dea-97ea-30aab75d6b70,Gustavo Henrique Sales,gabriela40@example.net,2026-07-28,Nunes,sao paulo,,2026-08-04 13:37:17.620110
0d1ca400-023f-44bd-8e67-7ba222de9e21,Igor Cavalcante,maria-julia49@example.net,2025-06-22,Cirino da Prata,BA,274.28,2026-08-22 22:15:10.564388
fa65dda3-bc8b-4995-8462-21183442c1d3,Benicio Duarte,camposyago@example.org,2024-09-24,Costa,SC,87.42,2026-08-10 00:35:48.122473
a8f32df5-50af-46ed-a54c-ec297061236a,Mariane Araújo,brendaalbuquerque@example.org,2025-03-29,Pinto,SC,28.21,2026-08-09 07:41:50.553716
1bdf30e9-92ef-494f-99c0-1d36afd33361,Carolina Dias,thalescirino@example.com,2025-10-19,Vargas,São Paulo,48.18,2026-08-16 02:29:12.761702
10c5ea75-89aa-419f-acc9-7333911c62df,Eloá Cardoso,evelyn51@example.net,2026-05-17,Souza,MG,526.34,2026-08-19 09:43:01.711710
ee933c6b-4100-465f-a993-18ff43c0b940,Lorenzo Barbosa,jadecamargo@example.org,2026-04-08,Pinto de Montenegro,BA,737.47,2026-08-29 11:09:30.248490
