user_id,nome,email,data_cadastro,cidade,estado,valor_ultima_compra,data_ultimo_login
d0a06f0d-5b81-4492-8aff-5a571c720796,Ana Liz Montenegro,abarbosa@example.net,05-01-2025,Campos,RJ,"R$ 651,87",2026-08-03 09:58:20.851555
d92a912d-cdcc-4a2d-98f1-326d463e4184,Dra. Heloisa Barros,sampaiomaite@example.com,04-17-2025,Andrade,MG,"R$ 376,55",2026-08-14 18:04:20.188961
044c59b7-b9bf-4c25-bcaa-011415cfe6a6,Alícia Ramos,fcamargo@example.net,24/03/2025,Aparecida,São Paulo,,2026-08-24 23:28:01.873308
bfde5993-a444-416d-aa4c-08561f56da51,Sophie Carvalho,liammoura@example.org,09-Feb-2026,Leão de Minas,MG,Não informado,2026-08-13 14:28:40.712930
a4590671-5ed5-4981-8a93-cc91bbde8089,Ryan Pastor,eduardada-rocha@example.org,09-24-2025,Oliveira,MG,"R$ 711,64",2026-08-11 19:01:18.292693
f2c06c5f-921b-4fda-8f30-ed5e159c3501,Sra. Luana Melo,maria-juliacavalcanti@example.com,2025-12-28,Aparecida das Pedras,SC,"R$ 130,41",2026-08-01 03:28:01.106053
750e32f0-adf4-4879-b95d-6cd9b45c1006,Bruno Gonçalves,,07-29-2025,Câmara do Norte,sao paulo,"R$ 959,43",2026-08-12 10:08:13.919550
0fb44795-0f68-48c8-8523-242cd1e62ffb,Dra. Luana Rocha,meloisabel@example.com,17/12/2025,Cunha,rio de janeiro,"R$ 794,08",2026-08-22 22:42:47.072271
5c36adb6-1a0c-4481-af34-fda9c26b68f5,Eloá da Paz,vitor26@example.net,12-28-2024,Costela do Campo,PR,"R$ 207,04",2026-08-28 17:30:23.569931
926769e2-c31a-45dd-a880-7de9f724e663,Clarice Farias,,2025-08-24,da Mota,PR,"R$ 99,79",2026-08-28 08:50:12.323690
d57f8b40-64be-4780-b8e5-44f79a58aea9,Vicente Pacheco,moraeseloah@example.com,06-Dec-2025,Siqueira do Galho,SP,"R$ 384,26",2026-08-27 22:09:53.634660
1047fb7e-1171-4174-993e-7c8a66e89e0f,Emanuella Pires,bfreitas@example.com,2026-07-16,Pinto do Oeste,MG,"R$ 231,06",2026-08-01 20:56:15.095898
f5384608-73a2-4c35-9fdb-59229aac97f4,João Pedro Cunha,,14-Jan-2025,Azevedo do Norte,MG,"R$ 388,70",2026-08-02 11:20:21.180249
601372d0-3267-4714-90b9-f1e9b8dac90d,Sr. Cauã Castro,brunapacheco@example.com,16/11/2025,Abreu,SC,"R$ 728,14",2026-08-14 01:37:00.247859
97aa3131-4390-4ac3-b60d-b5fda382b003,Luiz Henrique Sá,knovais@example.com,12-22-2024,Leão de da Mota,SP,"R$ 166,14",2026-08-22 12:29:02.652793
a094604d-726b-4082-8af1-fff2af58676a,Bento Vasconcelos,thalescunha@example.com,01-20-2026,Melo das Flores,PR,"R$ 727,98",2026-08-07 00:14:37.634386
28d896a8-3ebf-4e7e-aa15-8f940b064619,Ana Julia Monteiro,hmendonca@example.org,2026-02-18,Vieira,BA,"R$ 875,55",2026-08-29 15:36:13.195830
af3393df-826e-4c7c-8a70-aef555765856,Theo Fonseca,julia28@example.org,05-01-2026,Machado de Cassiano,SC,,2026-08-13 18:49:13.550505
d5f2d2cb-0582-47dc-8a1b-6c449b4ba95f,Srta. Giovanna Moraes,juandas-neves@example.com,07-26-2025,Souza,São Paulo,"R$ 213,10",2026-08-04 09:25:12.729822
6ee50b6b-ab51-49ae-bf0d-65a520b3e050,Mirella Pereira,da-motaana-beatriz@example.net,18-Mar-2026,Fonseca Alegre,MG,Não informado,2026-08-27 04:19:47.472179
0f8cbab6-fcb0-4096-b779-b6dc584e248b,Dr. Raul Marques,aurora05@example.org,14/02/2025,Macedo,PR,"R$ 198,62",2026-08-08 10:40:20.399064
c6d2a955-04fd-444b-9ecd-7abb3614a908,Sr. Luigi Viana,nmoraes@example.com,2025-02-08,Câmara de da Mota,rio de janeiro,,2026-08-03 18:23:34.693519
f6afae51-969e-424e-bebf-b06c37df4b75,Olívia Sá,sophie96@example.org,2025-03-31,Marques de Goiás,São Paulo,"R$ 356,32",2026-08-16 23:52:45.543456
376297b7-7267-4251-bb04-c888e3e1ddb3,Sr. Bruno Rocha,theorezende@example.org,27/11/2025,Mendes da Serra,MG,"R$ 430,01",2026-08-20 01:07:43.426308
451718a4-5b27-431f-b9d8-c2586c82a5ef,Davi da Costa,esiqueira@example.net,16-Jun-2026,Alves de Montenegro,BA,"R$ 832,00",2026-08-22 20:49:35.997358
01f1c368-c05c-47bf-a22e-619f323cb5e8,Sr. Eduardo Carvalho,luiz-otavioda-cunha@example.org,2026-08-11,Barbosa,MG,,2026-08-10 16:56:14.341036
9fe0b9ec-abf0-4c70-a29f-76459c39d3ea,José Miguel Sousa,cunhakaique@example.net,2024-11-29,Moura,São Paulo,,2026-08-16 10:33:59.613713
5e33d0fe-8be4-41e2-ab18-4e70f632c26a,Dr. Lucca Costa,nicolas52@example.org,15-Nov-2025,Guerra dos Dourados,SC,"R$ 474,28",2026-08-16 19:29:46.032542
07bd726e-6ea5-4048-9b6e-804b55ddc2be,Paulo da Rocha,cda-conceicao@example.net,05-Sep-2025,Caldeira dos Dourados,Rio de Janeiro,"R$ 28,73",2026-08-09 20:14:52.934201
c34f5ca8-256b-467f-9c52-a5083be6e706,Caleb Marques,,25/06/2026,Moreira dos Dourados,SC,"R$ 958,56",2026-08-06 03:23:50.948657
c708eed1-181e-49aa-a969-bdf1e4c6f320,Luiz Felipe Sá,gael32@example.net,03-Aug-2026,Leão de Costela,sao paulo,"R$ 239,92",2026-08-14 14:14:24.008665
86c37a85-da9c-4939-afb0-b625d59f64d2,Laura Câmara,,03-07-2025,Pires de Montenegro,PR,"R$ 348,52",2026-08-02 19:10:36.239499
8f086904-63f4-42e1-b2fa-8f064a3525c4,Sr. Juan Pereira,jose-pedro16@example.org,27-Jul-2026,Almeida dos Dourados,PR,"R$ 96,10",2026-08-01 00:03:49.115462
a211b528-c994-465a-a90b-f94179cb78fc,Maria Liz Rezende,pachecorhavi@example.net,06-Sep-2025,Cavalcanti,PR,"R$ 408,42",2026-08-28 10:28:56.347665
00166121-2093-411b-839b-5fa97589ac8b,Sr. Luiz Henrique Cirino,rochalucca@example.net,13-Nov-2024,Rodrigues dos Dourados,SP,Não informado,2026-08-28 05:09:20.580122
8b356b80-ff92-4301-aea3-784916b533bf,Valentim Gonçalves,vasconceloscamila@example.com,04/02/2026,Siqueira,RJ,"R$ 384,18",2026-08-24 09:19:23.489020
ff98f860-d5a9-4c68-83bb-a056f088b600,Carlos Eduardo Vargas,asafe91@example.com,2025-04-11,Barbosa,PR,"R$ 146,05",2026-08-26 16:13:14.298491
84b75343-416b-4661-a02a-c694b0d694ea,Brenda Viana,souzaeloa@example.net,28/09/2024,Casa Grande,MG,Não informado,2026-08-21 16:05:07.262174
a950c61c-0f53-4dea-97ea-30aab75d6b70,Gustavo Henrique Sales,gabriela40@example.net,28-Jul-2026,Nunes,sao paulo,Não informado,2026-08-04 13:37:17.620110
0d1ca400-023f-44bd-8e67-7ba222de9e21,Igor Cavalcante,maria-julia49@example.net,2025-06-22,Cirino da Prata,BA,"R$ 274,28",2026-08-22 22:15:10.564388
fa65dda3-bc8b-4995-8462-21183442c1d3,Benicio Duarte,camposyago@example.org,24/09/2024,Costa,SC,"R$ 87,42",2026-08-10 00:35:48.122473
a8f32df5-50af-46ed-a54c-ec297061236a,Mariane Araújo,brendaalbuquerque@example.org,29-Mar-2025,Pinto,SC,"R$ 28,21",2026-08-09 07:41:50.553716
1bdf30e9-92ef-494f-99c0-1d36afd33361,Carolina Dias,thalescirino@example.com,19/10/2025,Vargas,São Paulo,"R$ 48,18",2026-08-16 02:29:12.761702
10c5ea75-89aa-419f-acc9-7333911c62df,Eloá Cardoso,evelyn51@example.net,17-May-2026,Souza,MG,"R$ 526,34",2026-08-19 09:43:01.711710
e67360e7-6236-4afb-8530-602ff6b6e258,Maria Vitória Garcia,,2025-04-30,da Conceição de Jesus,SC,"R$ 371,64",2026-08-06 10:19:23.210759
ee933c6b-4100-465f-a993-18ff43c0b940,Lorenzo Barbosa,jadecamargo@example.org,04/08/2026,Pinto de Montenegro,BA,"R$ 737,47",2026-08-29 11:09:30.248490
51ea6d5a-8e81-4c4c-8dd2-ade690c1957e,Sr. Dante Farias,maria-laura60@example.net,04/08/2026,Siqueira do Amparo,SC,"R$ 46,74",2026-08-19 16:43:42.021564
8df862a8-e353-4f29-8697-918fa854a6a0,Heloisa Barros,ravi-lucca32@example.net,09-05-2024,Casa Grande,BA,"R$ 946,19",2026-08-01 10:48:34.582515
d00597dc-12f9-4f2f-9939-14a0c20cd057,Gabrielly Cirino,cavalcantimaria@example.net,15/11/2025,Lopes do Sul,PR,"R$ 473,80",2026-08-19 23:14:55.653332
a4590671-5ed5-4981-8a93-cc91bbde8089,Ryan Pastor,eduardada-rocha@example.org,09-24-2025,Oliveira,MG,"R$ 711,64",2026-08-11 19:01:18.292693
9983b753-df97-470d-afe0-37334f7ad8f3,João Guilherme Fernandes,nina21@example.com,12/04/2025,Martins de Goiás,SP,"R$ 38,49",2026-08-26 09:00:31.024382
34b8a45b-b6ee-4f00-bc15-dec200e33075,Alice da Cunha,luizafreitas@example.com,2025-02-27,Monteiro,MG,"R$ 58,56",2026-08-28 09:16:29.514932
7f5d6c3a-9bbe-4d46-b88a-c1632481f969,Sara Campos,,2025-05-15,Martins da Prata,MG,"R$ 533,72",2026-08-14 08:15:59.064903
28d896a8-3ebf-4e7e-aa15-8f940b064619,Ana Julia Monteiro,hmendonca@example.org,2026-02-18,Vieira,BA,"R$ 875,55",2026-08-29 15:36:13.195830
0f8cbab6-fcb0-4096-b779-b6dc584e248b,Dr. Raul Marques,aurora05@example.org,14/02/2025,Macedo,PR,"R$ 198,62",2026-08-08 10:40:20.399064
6041ba12-1d7a-41ec-8e98-21bfbabb2126,Levi Macedo,costamarcos-vinicius@example.org,2025-10-15,Oliveira da Mata,BA,"R$ 383,60",2026-08-21 07:06:09.078832
62f81412-d3c5-4605-8235-50462e5618e5,Nicolas Moraes,,16-Jun-2025,da Mota,SC,"R$ 475,66",2026-08-25 06:59:21.340266
07bd726e-6ea5-4048-9b6e-804b55ddc2be,Paulo da Rocha,cda-conceicao@example.net,05-Sep-2025,Caldeira dos Dourados,Rio de Janeiro,"R$ 28,73",2026-08-09 20:14:52.934201
1047fb7e-1171-4174-993e-7c8a66e89e0f,Emanuella Pires,bfreitas@example.com,2026-07-16,Pinto do Oeste,MG,"R$ 231,06",2026-08-01 20:56:15.095898
1b41faa8-f9ab-4e56-862e-4d55169b9296,Dr. Vinicius da Mata,joao-guilherme29@example.com,03-17-2025,Moura,SC,"R$ 117,68",2026-08-18 07:12:49.261655
8f086904-63f4-42e1-b2fa-8f064a3525c4,Sr. Juan Pereira,jose-pedro16@example.org,27-Jul-2026,Almeida dos Dourados,PR,"R$ 96,10",2026-08-01 00:03:49.115462
